           , N1           , N2           , N3           , N4           , N5           , N6           , N7           , N8           , N9           , N10          , N11          , N12         
1993-02-27 , 0.0480168378 , 0.0048160129 , 0.0068086977 , 0.0480168378 , 0.0071568242 , 0.0105377055 , 0.0175284562 , 0.0252333605 , 0.0480168378 , 0.0048382087 , 0.0119899044 , 0.0110071251
1993-02-28 , 0.0469385147 , 0.0046706306 , 0.0066085533 , 0.0469385147 , 0.0069571884 , 0.0102318656 , 0.0170659806 , 0.0244754084 , 0.0469385147 , 0.0047055137 , 0.0116639032 , 0.0106841475
1993-03-01 , 0.04591086   , 0.0045349403 , 0.0064189628 , 0.04591086   , 0.0067644260 , 0.0099402109 , 0.0166195340 , 0.0237497824 , 0.04591086   , 0.0045773964 , 0.0113489222 , 0.0103771068
1993-03-02 , 0.0448831664 , 0.0044133786 , 0.0062451256 , 0.0448831664 , 0.0065780428 , 0.0096632921 , 0.0161878020 , 0.0230573442 , 0.0448831664 , 0.0044535249 , 0.011044262  , 0.0100931380
1993-03-03 , 0.0440178447 , 0.0042906018 , 0.0060729414 , 0.0440178447 , 0.0063973214 , 0.0093909793 , 0.0157683478 , 0.0223810973 , 0.0440178447 , 0.0043333264 , 0.0107490680 , 0.0098128990
1993-03-04 , 0.0431307899 , 0.0041629932 , 0.0058975218 , 0.0431307899 , 0.0062224282 , 0.0091234420 , 0.0153621674 , 0.0217203776 , 0.0431307899 , 0.0042170348 , 0.0104634602 , 0.0095297636
1993-03-05 , 0.04218460014, 0.0040396936 , 0.0057279940 , 0.0421846001 , 0.0060531935 , 0.0088647983 , 0.0149688649 , 0.0210819951 , 0.0421846001 , 0.0041044729 , 0.0101870713 , 0.0092560661
1993-03-06 , 0.0413122283 , 0.0039204915 , 0.0055641316 , 0.0413122283 , 0.0058894192 , 0.0086147166 , 0.0145880806 , 0.0204652008 , 0.0413122283 , 0.0039955281 , 0.0099195832 , 0.0089913826
1993-03-07 , 0.04062135134, 0.0038053158 , 0.0054056661 , 0.0406213513 , 0.0057309398 , 0.0083728931 , 0.0142192981 , 0.0198691615 , 0.0406213513 , 0.0038901151 , 0.0096606643 , 0.0087355296
1993-03-08 , 0.0397433669 , 0.0036939692 , 0.0052524567 , 0.0397433669 , 0.0055775606 , 0.0081390521 , 0.0138621295 , 0.0192931917 , 0.0397433669 , 0.0037880508 , 0.0094100527 , 0.008488097 
1993-03-09 , 0.0388610522 , 0.0035942360 , 0.0051085577 , 0.0388610522 , 0.0054309986 , 0.0079241504 , 0.0135196403 , 0.0187556867 , 0.0388610522 , 0.0036897448 , 0.0091703201 , 0.0082547930
1993-03-10 , 0.03801721645, 0.0035407031 , 0.0049924780 , 0.0380172164 , 0.0053005677 , 0.0077760060 , 0.0132102825 , 0.0183459458 , 0.0380172164 , 0.0035999367 , 0.0089553480 , 0.0080632386
1993-03-11 , 0.0372626552 , 0.0035697794 , 0.0049258974 , 0.0372626552 , 0.0051997431 , 0.0077393142 , 0.0129567817 , 0.0181601065 , 0.0372626552 , 0.0035246178 , 0.0087822243 , 0.0079501399
1993-03-12 , 0.03663827754, 0.0037979266 , 0.0050438916 , 0.0366382775 , 0.0051687735 , 0.0079329454 , 0.0128435452 , 0.0188028123 , 0.0366382775 , 0.0034859834 , 0.0087332195 , 0.0081542686
1993-03-13 , 0.0361613238 , 0.0042167521 , 0.0054646951 , 0.0361613238 , 0.0052350716 , 0.0083347319 , 0.0129177482 , 0.0203937601 , 0.0361613238 , 0.0035062295 , 0.0088482185 , 0.0088148046
1993-03-14 , 0.0357668276 , 0.0048144870 , 0.0060198042 , 0.0357668276 , 0.0053463406 , 0.0088164294 , 0.0130579206 , 0.0226261279 , 0.0357668276 , 0.0035491802 , 0.0089946181 , 0.0098123338
1993-03-15 , 0.0355630663 , 0.0056347459 , 0.0069362498 , 0.0355630663 , 0.0055879027 , 0.0095797927 , 0.0134293026 , 0.0260717251 , 0.0355630663 , 0.0036642569 , 0.009335864  , 0.0112994016
1993-03-16 , 0.0352256033 , 0.0062091685 , 0.0076379564 , 0.0352256033 , 0.0056776681 , 0.0102078049 , 0.0135041061 , 0.0285556087 , 0.0352256033 , 0.0036767112 , 0.0093261082 , 0.0124996891
1993-03-17 , 0.03528907564, 0.0068674723 , 0.0087708225 , 0.0352890756 , 0.0060398384 , 0.0113214280 , 0.0140792775 , 0.0326194763 , 0.0352890756 , 0.0038952862 , 0.0098494494 , 0.0142023158
1993-03-18 , 0.05954397705, 0.0112921820 , 0.0144754481 , 0.0595439770 , 0.0121213488 , 0.0213794707 , 0.0269328859 , 0.0536928670 , 0.0595439770 , 0.0078529639 , 0.0196680988 , 0.0223563864
1993-03-19 , 0.0765922829 , 0.0174896523 , 0.0193934122 , 0.0765922829 , 0.0192973384 , 0.0336188138 , 0.0400002373 , 0.0707086916 , 0.0765922829 , 0.0121354844 , 0.0297622115 , 0.0308997825
1993-03-20 , 0.0903211735 , 0.0211609452 , 0.0216532953 , 0.0903211735 , 0.0235386177 , 0.0403556258 , 0.0486060389 , 0.0772758484 , 0.0903211735 , 0.0149061980 , 0.0362408955 , 0.0353665387
1993-03-21 , 0.0991809633 , 0.0239192820 , 0.0250867490 , 0.0991809633 , 0.0278417233 , 0.0450565479 , 0.0555316784 , 0.0830027827 , 0.0991809633 , 0.0174729523 , 0.0412977430 , 0.0414655333
1993-03-22 , 0.0958751537 , 0.0235455548 , 0.0258295128 , 0.0958751537 , 0.0278472335 , 0.0428554392 , 0.0553599322 , 0.0793504504 , 0.0958751537 , 0.0174574674 , 0.0407803853 , 0.0423836602
1993-03-23 , 0.0893832030 , 0.0218786734 , 0.0249506067 , 0.0893832030 , 0.0258882593 , 0.0380353574 , 0.0521793506 , 0.072312249  , 0.0893832030 , 0.0165886772 , 0.0381369979 , 0.0399190832
1993-03-24 , 0.0816660634 , 0.0188547769 , 0.0222375375 , 0.0816660634 , 0.0220500452 , 0.0315187242 , 0.0459299863 , 0.0620421233 , 0.0816660634 , 0.0145827682 , 0.0337017766 , 0.0341592293
1993-03-25 , 0.0765344337 , 0.0140446980 , 0.0176700732 , 0.0765344337 , 0.0173783054 , 0.0248733802 , 0.0374539976 , 0.0482405485 , 0.0765344337 , 0.0113642374 , 0.0274054633 , 0.0265840318
1993-03-26 , 0.0727157240 , 0.0104883264 , 0.0139815153 , 0.0727157240 , 0.0144737526 , 0.0205726340 , 0.0310591449 , 0.0381719377 , 0.0727157240 , 0.0092673689 , 0.0223213761 , 0.0217132851
1993-03-27 , 0.0693799195 , 0.0082839683 , 0.0112845244 , 0.0693799195 , 0.0126594685 , 0.0177284523 , 0.0272584209 , 0.0329142817 , 0.0693799195 , 0.0083110103 , 0.0190660263 , 0.0183302137
1993-03-28 , 0.0673036929 , 0.0075708459 , 0.0100477995 , 0.0673036929 , 0.011885198  , 0.0161437565 , 0.0253766166 , 0.0317459388 , 0.0673036929 , 0.0079558338 , 0.0175726147 , 0.0166140803
1993-03-29 , 0.0653891387 , 0.0073269596 , 0.0097285377 , 0.0653891387 , 0.0115047878 , 0.0156023661 , 0.0245861124 , 0.0307536230 , 0.0653891387 , 0.0077102660 , 0.0170377520 , 0.0160862816
1993-03-30 , 0.0635130706 , 0.0070990385 , 0.0094263430 , 0.0635130706 , 0.0111481065 , 0.0151186200 , 0.0238554990 , 0.0298023648 , 0.0635130706 , 0.007473331  , 0.0165237144 , 0.0155851010
1993-03-31 , 0.0635962592 , 0.0079321401 , 0.0099376536 , 0.0635962592 , 0.0116575947 , 0.0164163942 , 0.0244900032 , 0.0317835489 , 0.0635962592 , 0.0077144905 , 0.0169991811 , 0.0167346107
1993-04-01 , 0.0657802935 , 0.0100390116 , 0.0124053672 , 0.0657802935 , 0.0130525660 , 0.0200349313 , 0.0268798757 , 0.0409008590 , 0.0657802935 , 0.0085627238 , 0.0190680468 , 0.0204176160
1993-04-02 , 0.0642094718 , 0.0100105003 , 0.0132015087 , 0.0642094718 , 0.0126306815 , 0.0200599388 , 0.0263342045 , 0.0425490908 , 0.0642094718 , 0.0082635949 , 0.0188350536 , 0.0205876103
1993-04-03 , 0.06198057254, 0.0081359863 , 0.0108185380 , 0.0619805725 , 0.0116049025 , 0.0169826648 , 0.0240601433 , 0.0351845352 , 0.0619805725 , 0.0076853858 , 0.0168272935 , 0.0173607154
1993-04-04 , 0.06033826054, 0.0075164229 , 0.0099951991 , 0.0603382605 , 0.0112087391 , 0.0155473214 , 0.0232301783 , 0.0313017385 , 0.0603382605 , 0.0074371337 , 0.0162077798 , 0.0164698565
1993-04-05 , 0.05880351955, 0.0075462907 , 0.0098829764 , 0.0588035195 , 0.0108966263 , 0.0152824967 , 0.0226136666 , 0.030774943  , 0.0588035195 , 0.0072232704 , 0.0157528560 , 0.0163482947
1993-04-06 , 0.0575207958 , 0.0078284651 , 0.0101315674 , 0.0575207958 , 0.0106394590 , 0.0151812235 , 0.0220678400 , 0.0310655664 , 0.0575207958 , 0.0070487551 , 0.0153710965 , 0.0166790433
1993-04-07 , 0.0566574768 , 0.0076201827 , 0.0098209522 , 0.0566574768 , 0.0103804765 , 0.0147389871 , 0.0215287101 , 0.0300270786 , 0.0566574768 , 0.0068746778 , 0.0149889346 , 0.0161489981
1993-04-08 , 0.0555741946 , 0.0075215091 , 0.0097171359 , 0.0555741946 , 0.0101457242 , 0.0144156844 , 0.0210465749 , 0.0294728880 , 0.0555741946 , 0.0067110838 , 0.0146332988 , 0.0159319277
1993-04-09 , 0.05620572134, 0.0093131454 , 0.0116057078 , 0.0562057213 , 0.0111983335 , 0.0165040757 , 0.0226848037 , 0.0351548654 , 0.0562057213 , 0.0072645822 , 0.0158211248 , 0.0190621269
1993-04-10 , 0.0558435687 , 0.0130787884 , 0.0157987240 , 0.0558435687 , 0.0117521074 , 0.0196464537 , 0.0241822561 , 0.0442342264 , 0.0558435687 , 0.0074990025 , 0.0167860807 , 0.0249015808
1993-04-11 , 0.0540801401 , 0.0135535911 , 0.0166002061 , 0.0540801401 , 0.0110851571 , 0.0195129676 , 0.0230709005 , 0.0440745600 , 0.0540801401 , 0.0069665979 , 0.0153625205 , 0.0260549475
1993-04-12 , 0.0527390303 , 0.0121406837 , 0.0146973504 , 0.0527390303 , 0.0104114391 , 0.0173077053 , 0.0213301976 , 0.0381878887 , 0.0527390303 , 0.0067315348 , 0.0144967680 , 0.0236480431
1993-04-13 , 0.05136377905, 0.0106090969 , 0.0127021224 , 0.0513637790 , 0.0099609869 , 0.0155985938 , 0.0203138563 , 0.0328745665 , 0.0513637790 , 0.0065416972 , 0.0140869988 , 0.0209386471
1993-04-14 , 0.0506046119 , 0.0106334544 , 0.0130187706 , 0.0506046119 , 0.0103245488 , 0.0160833287 , 0.0209435498 , 0.0348577569 , 0.0506046119 , 0.0067428236 , 0.0145284299 , 0.0211292408
1993-04-15 , 0.0497096415 , 0.0116273667 , 0.0145089326 , 0.0497096415 , 0.0104760205 , 0.0173372056 , 0.0212873529 , 0.0383983893 , 0.0497096415 , 0.0067358935 , 0.0144418575 , 0.0229316287
1993-04-16 , 0.0484477997 , 0.0116485029 , 0.0145826269 , 0.0484477997 , 0.0101796396 , 0.0170950712 , 0.0205624545 , 0.0378600791 , 0.0484477997 , 0.0065177210 , 0.0138780946 , 0.0222846137
1993-04-17 , 0.0472661054 , 0.0109261689 , 0.0135156701 , 0.0472661054 , 0.0098223439 , 0.0160133644 , 0.019672966  , 0.0345922682 , 0.0472661054 , 0.0063806604 , 0.0135647668 , 0.0206200494
1993-04-18 , 0.0472948428 , 0.0116741321 , 0.0148401895 , 0.0472948428 , 0.0107560475 , 0.0169256704 , 0.0209888176 , 0.0375118680 , 0.0472948428 , 0.0069065093 , 0.0145599506 , 0.0222061157
1993-04-19 , 0.05633441085, 0.0149485553 , 0.0215480097 , 0.0563344108 , 0.0153603801 , 0.0222955492 , 0.0288787558 , 0.0540988497 , 0.0563344108 , 0.0097181956 , 0.0203010417 , 0.0306298150
1993-04-20 , 0.0936102832 , 0.0219389738 , 0.0311707955 , 0.0936102832 , 0.0277094098 , 0.0360618591 , 0.0509436148 , 0.077523069  , 0.0936102832 , 0.0174940320 , 0.0363246777 , 0.0466416536
1993-04-21 , 0.1385894210 , 0.0301245795 , 0.0406736586 , 0.1385894210 , 0.0426780135 , 0.0531030726 , 0.0758646647 , 0.0980386238 , 0.1385894210 , 0.0272370514 , 0.0546385024 , 0.0647642346
1993-04-22 , 0.1821357162 , 0.0402062309 , 0.0547746446 , 0.1821357162 , 0.0566378839 , 0.0636186952 , 0.102609479  , 0.1175572148 , 0.1821357162 , 0.0356045758 , 0.0733425846 , 0.0873374090
1993-04-23 , 0.2368170985 , 0.0469200981 , 0.0565816244 , 0.2368170985 , 0.0712218674 , 0.0699219879 , 0.1262515880 , 0.1430662366 , 0.2368170985 , 0.0433362042 , 0.0851781774 , 0.0932555021
1993-04-24 , 0.2701096146 , 0.0473549172 , 0.0513335051 , 0.2701096146 , 0.0774155792 , 0.0751534355 , 0.1305633828 , 0.1662708423 , 0.2701096146 , 0.0509234392 , 0.0901099310 , 0.0892752188
1993-04-25 , 0.2763653791 , 0.0459763138 , 0.0488276729 , 0.2763653791 , 0.0801279421 , 0.0764556884 , 0.1298863728 , 0.1723258688 , 0.2763653791 , 0.0542101824 , 0.0887413308 , 0.0879283764
1993-04-26 , 0.3105989244 , 0.0474537037 , 0.0499448422 , 0.3105989244 , 0.0898675989 , 0.083513387  , 0.1443654943 , 0.1958470098 , 0.3105989244 , 0.0625759549 , 0.0967884769 , 0.0942741111
1993-04-27 , 0.409373898  , 0.0430288809 , 0.0541095874 , 0.409373898  , 0.1180861862 , 0.1052100287 , 0.1851744475 , 0.2224212646 , 0.409373898  , 0.0803063287 , 0.1212858976 , 0.1164879693
1993-04-28 , 0.4962306835 , 0.0309870967 , 0.0527287236 , 0.4962306835 , 0.1200063069 , 0.1154748987 , 0.2016480057 , 0.2049745912 , 0.4962306835 , 0.0840499311 , 0.1316024216 , 0.1221103244
1993-04-29 , 0.5237218221 , 0.0223533348 , 0.0456349690 , 0.5237218221 , 0.1125233968 , 0.1109191894 , 0.1869154753 , 0.1527333577 , 0.5237218221 , 0.0747630931 , 0.1228778980 , 0.1108926278
1993-04-30 , 0.5095553928 , 0.0183100948 , 0.0425855847 , 0.5095553928 , 0.1020628187 , 0.1011944806 , 0.1670830621 , 0.1307382088 , 0.5095553928 , 0.0697455512 , 0.1131141944 , 0.0989732531
1993-05-01 , 0.4681257742 , 0.0150919596 , 0.0390114112 , 0.4681257742 , 0.0873349789 , 0.0889466462 , 0.1443325467 , 0.1106808132 , 0.4681257742 , 0.0611192490 , 0.0992384734 , 0.0851154468
1993-05-02 , 0.4703661601 , 0.0124443901 , 0.0371329979 , 0.4703661601 , 0.0875390512 , 0.0877197265 , 0.1394402963 , 0.0993365252 , 0.4703661601 , 0.0589697943 , 0.0951755100 , 0.0846293130
1993-05-03 , 0.5108620538 , 0.0104270653 , 0.0369088631 , 0.5108620538 , 0.0930540296 , 0.0926760072 , 0.1452771787 , 0.0929554127 , 0.5108620538 , 0.0556093569 , 0.0970770376 , 0.0895812988
1993-05-04 , 0.5969074956 , 0.0093699138 , 0.0383334690 , 0.5969074956 , 0.1028143424 , 0.1043148465 , 0.1614055491 , 0.0932354961 , 0.5969074956 , 0.0557430691 , 0.1054836697 , 0.0980643943
1993-05-05 , 0.7016222353 , 0.0089886700 , 0.0421360721 , 0.7016222353 , 0.1031900475 , 0.1154148808 , 0.1807590060 , 0.0916483560 , 0.7016222353 , 0.0586494727 , 0.1209233036 , 0.0983154296
1993-05-06 , 0.8337178548 , 0.0090605559 , 0.0511938024 , 0.8337178548 , 0.1148388898 , 0.1359962745 , 0.2084231906 , 0.1000671387 , 0.8337178548 , 0.0689238371 , 0.1451159442 , 0.1095375343
1993-05-07 , 0.7524955467 , 0.0087734646 , 0.0428986725 , 0.7524955467 , 0.1017071759 , 0.1103936089 , 0.1871310764 , 0.0867207845 , 0.7524955467 , 0.0621898510 , 0.1321978533 , 0.0908354581
1993-05-08 , 0.7912568834 , 0.0085422092 , 0.0433012784 , 0.7912568834 , 0.1003281203 , 0.1107798258 , 0.1936248780 , 0.0841109665 , 0.7912568834 , 0.0629855686 , 0.1373153120 , 0.0807201243
1993-05-09 , 0.8490272805 , 0.0082890263 , 0.0456221968 , 0.8490272805 , 0.1042173032 , 0.1160057916 , 0.2056365967 , 0.0839823404 , 0.8490272805 , 0.0658110442 , 0.1467935067 , 0.0753074363
1993-05-10 , 0.9674058702 , 0.0080313222 , 0.0509582520 , 0.9674058702 , 0.0970663564 , 0.1185852051 , 0.2305035627 , 0.0878582988 , 0.9674058702 , 0.0730198611 , 0.1650961417 , 0.0754161692
1993-05-11 , 1.0530679208 , 0.0077826606 , 0.0535581236 , 1.0530679208 , 0.0931042706 , 0.1187692147 , 0.2498940926 , 0.0882419161 , 1.0530679208 , 0.0778305618 , 0.1783594202 , 0.0731904206
1993-05-12 , 1.0096020734 , 0.0075453017 , 0.0485016999 , 1.0096020734 , 0.0837076823 , 0.1073287398 , 0.2413085937 , 0.0803634078 , 1.0096020734 , 0.0729309082 , 0.1719495984 , 0.0644553855
1993-05-13 , 0.9306390268 , 0.0073196976 , 0.0417114257 , 0.9306390268 , 0.0751775671 , 0.0902384439 , 0.2218094437 , 0.0735708730 , 0.9306390268 , 0.0669690167 , 0.1619193748 , 0.0528180158
1993-05-14 , 0.9296313816 , 0.0071148907 , 0.0405815972 , 0.9296313816 , 0.0735836452 , 0.0826594600 , 0.2195043493 , 0.0739364058 , 0.9296313816 , 0.0680526169 , 0.1649210611 , 0.0473996762
1993-05-15 , 0.938301256  , 0.0069433140 , 0.0399549696 , 0.938301256  , 0.0724763094 , 0.0773509838 , 0.2219443991 , 0.0742049605 , 0.938301256  , 0.0695635761 , 0.1698144983 , 0.0440972222
1993-05-16 , 0.9522034822 , 0.0067843967 , 0.0388726128 , 0.9522034822 , 0.0729677553 , 0.0691876446 , 0.2258018210 , 0.0658472132 , 0.9522034822 , 0.0714497884 , 0.1723036024 , 0.0413707591
1993-05-17 , 1.0584331371 , 0.0065795899 , 0.0426576968 , 1.0584331371 , 0.0828574852 , 0.0674013491 , 0.2533573857 , 0.0574530706 , 1.0584331371 , 0.0824138500 , 0.1883431893 , 0.0408591940
1993-05-18 , 1.214066569  , 0.0063820167 , 0.0388203939 , 1.214066569  , 0.0943646466 , 0.0689215766 , 0.2849534775 , 0.0509168836 , 1.214066569  , 0.0936527958 , 0.2030239529 , 0.0369866265
1993-05-19 , 1.3568896258 , 0.0061907732 , 0.0274619772 , 1.3568896258 , 0.1006655091 , 0.0698120117 , 0.3080192284 , 0.0454673484 , 1.3568896258 , 0.0986463759 , 0.2082953558 , 0.0297363282
1993-05-20 , 1.4956736247 , 0.0060081200 , 0.0231576425 , 1.4956736247 , 0.1063822429 , 0.0711244936 , 0.3396269621 , 0.0409674749 , 1.4956736247 , 0.1045353642 , 0.2210675274 , 0.0267849391
1993-05-21 , 1.3070616546 , 0.0065101905 , 0.0213347259 , 1.3070616546 , 0.0897262007 , 0.0619305645 , 0.3018573901 , 0.0402841072 , 1.3070616546 , 0.0879032841 , 0.1910499855 , 0.0263224283
1993-05-22 , 1.0369949906 , 0.0064358180 , 0.0218686703 , 1.0369949906 , 0.0698372170 , 0.0524188007 , 0.2498523853 , 0.0451829697 , 1.0369949906 , 0.0673517296 , 0.1540781657 , 0.0286270706
1993-05-23 , 1.2666385227 , 0.0060542353 , 0.0210073964 , 1.2666385227 , 0.0779545537 , 0.0592072662 , 0.3050070302 , 0.0454323098 , 1.2666385227 , 0.0785074869 , 0.1866183811 , 0.0282755533
1993-05-24 , 1.8375071208 , 0.0058618617 , 0.0172808611 , 1.8375071208 , 0.0949876573 , 0.0677393030 , 0.4470115378 , 0.0381985134 , 1.8375071208 , 0.0899463795 , 0.2673249421 , 0.0238050672
1993-05-25 , 2.4505723741 , 0.0057061089 , 0.0150747792 , 2.4505723741 , 0.1060659902 , 0.0769400137 , 0.5857941804 , 0.0368629737 , 2.4505723741 , 0.1031177661 , 0.3382703993 , 0.0220296224
1993-05-26 , 2.8674094870 , 0.0055374710 , 0.0132595486 , 2.8674094870 , 0.1069650156 , 0.0811026114 , 0.6612401890 , 0.0361508969 , 2.8674094870 , 0.1090151186 , 0.3729984990 , 0.0206443504
1993-05-27 , 2.8554583514 , 0.0053765190 , 0.0125741464 , 2.8554583514 , 0.0823404947 , 0.0798091182 , 0.6326461227 , 0.0352068865 , 2.8554583514 , 0.1010923031 , 0.3642777055 , 0.0198463721
1993-05-28 , 2.6058419687 , 0.0084047671 , 0.0208016854 , 2.6058419687 , 0.0899188007 , 0.0963333694 , 0.5583260994 , 0.0640842014 , 2.6058419687 , 0.0957221136 , 0.3481092665 , 0.0341254339
1993-05-29 , 1.7682798032 , 0.0079856590 , 0.0209667065 , 1.7682798032 , 0.0732817472 , 0.0786196108 , 0.3812314634 , 0.0655201098 , 1.7682798032 , 0.0706185800 , 0.2468711570 , 0.0347846136
1993-05-30 , 1.7176216408 , 0.0064936884 , 0.0163393374 , 1.7176216408 , 0.0603251138 , 0.0714477539 , 0.3838860406 , 0.0495655200 , 1.7176216408 , 0.0593894675 , 0.2362657334 , 0.0265480324
1993-05-31 , 1.812665021  , 0.0061616120 , 0.0146753381 , 1.812665021  , 0.0569826478 , 0.0660174333 , 0.4176520454 , 0.0435698332 , 1.812665021  , 0.0582044813 , 0.2368442110 , 0.0236949778
1993-06-01 , 1.6623639142 , 0.0058516891 , 0.0131334092 , 1.6623639142 , 0.0495752405 , 0.0422578035 , 0.3756277578 , 0.0364868164 , 1.6623639142 , 0.0510109231 , 0.1934364601 , 0.0212687173
1993-06-02 , 2.25745827   , 0.0085177951 , 0.0184710467 , 2.25745827   , 0.0634765625 , 0.0496884946 , 0.4924198857 , 0.0526534468 , 2.25745827   , 0.0647176106 , 0.2445619936 , 0.0301775897
1993-06-03 , 1.6257563838 , 0.0114515517 , 0.0245763707 , 1.6257563838 , 0.0649301034 , 0.0605749059 , 0.3631822374 , 0.0725418656 , 1.6257563838 , 0.0596137152 , 0.1999771683 , 0.0406688549
1993-06-04 , 1.2421448884 , 0.0086543330 , 0.0194146051 , 1.2421448884 , 0.0514517324 , 0.0486879701 , 0.2780020253 , 0.0568775318 , 1.2421448884 , 0.0472326208 , 0.1565746166 , 0.0320158781
1993-06-05 , 1.5010595251 , 0.0070312500 , 0.0152379919 , 1.5010595251 , 0.0479267261 , 0.0379548249 , 0.3305747703 , 0.0428313078 , 1.5010595251 , 0.0440034089 , 0.1576714409 , 0.0248322663
1993-06-06 , 1.9587293837 , 0.0069127965 , 0.0144906502 , 1.9587293837 , 0.0520485206 , 0.0343415436 , 0.4241626881 , 0.0406028465 , 1.9587293837 , 0.0427820275 , 0.1572469075 , 0.0236861618
1993-06-07 , 2.1404735424 , 0.0068015769 , 0.0142044633 , 2.1404735424 , 0.0481363931 , 0.0319507740 , 0.4358678748 , 0.0397438331 , 2.1404735424 , 0.0424763996 , 0.1575367115 , 0.0232295282
1993-06-08 , 2.046834536  , 0.0065698694 , 0.0136831777 , 2.046834536  , 0.0409114130 , 0.0290355541 , 0.3985204626 , 0.0381189417 , 2.046834536  , 0.0398950648 , 0.1482035318 , 0.0223834003
1993-06-09 , 1.9705584490 , 0.0063765915 , 0.0132658782 , 1.9705584490 , 0.0390654387 , 0.0269653321 , 0.3893055103 , 0.0368855793 , 1.9705584490 , 0.0385394060 , 0.1422092014 , 0.0217041014
1993-06-10 , 1.7662414551 , 0.0062151874 , 0.0129392270 , 1.7662414551 , 0.0362139667 , 0.0261924461 , 0.3366762514 , 0.0359933358 , 1.7662414551 , 0.0324171278 , 0.1157699019 , 0.0211574978
1993-06-11 , 1.4758973298 , 0.0068289297 , 0.0143371582 , 1.4758973298 , 0.0353028473 , 0.0291056314 , 0.2686358416 , 0.0405411332 , 1.4758973298 , 0.0278659396 , 0.0890118634 , 0.0234768338
1993-06-12 , 1.3371249728 , 0.0168106643 , 0.0333308467 , 1.3371249728 , 0.0609870062 , 0.0640884964 , 0.2755044442 , 0.0983072916 , 1.3371249728 , 0.0474914551 , 0.1238896122 , 0.0556416828
1993-06-13 , 0.9840940122 , 0.0129518861 , 0.0268464264 , 0.9840940122 , 0.0540224428 , 0.0566526059 , 0.2116796423 , 0.0813446045 , 0.9840940122 , 0.0428647641 , 0.1128117313 , 0.0453005189
1993-06-14 , 0.8925611708 , 0.0096627695 , 0.0207721851 , 0.8925611708 , 0.0470516628 , 0.0473853218 , 0.1931500470 , 0.0640765154 , 0.8925611708 , 0.0382106073 , 0.1062721534 , 0.0351752386
1993-06-15 , 0.907701902  , 0.0082926431 , 0.0180592855 , 0.907701902  , 0.0433456986 , 0.0413310862 , 0.2039065891 , 0.0547243471 , 0.907701902  , 0.0371125398 , 0.1080184370 , 0.0305014150
1993-06-16 , 0.8858997486 , 0.0075927734 , 0.0154733164 , 0.8858997486 , 0.0367494935 , 0.0346071596 , 0.1946539984 , 0.0455209237 , 0.8858997486 , 0.0317981861 , 0.0937662760 , 0.0259776926
1993-06-17 , 0.8887551767 , 0.0076612683 , 0.0150746664 , 0.8887551767 , 0.0330240884 , 0.0313657407 , 0.1895263672 , 0.0433401601 , 0.8887551767 , 0.0282045717 , 0.0811646638 , 0.0248732954
1993-06-18 , 0.8843393396 , 0.0073892098 , 0.0144691749 , 0.8843393396 , 0.0300669352 , 0.0291905156 , 0.1821985315 , 0.0413426152 , 0.8843393396 , 0.0256040220 , 0.0715117277 , 0.0238668936
1993-06-19 , 1.0794829192 , 0.0071504945 , 0.0139824762 , 1.0794829192 , 0.0277351661 , 0.0277321145 , 0.1814137776 , 0.0398117629 , 1.0794829192 , 0.0228203667 , 0.0615044488 , 0.0230695936
1993-06-20 , 1.2058573405 , 0.0071422435 , 0.0138922796 , 1.2058573405 , 0.0270584671 , 0.0277728046 , 0.1623484294 , 0.0394334580 , 1.2058573405 , 0.0221677427 , 0.0586233632 , 0.0228140372
1993-06-21 , 1.1485379820 , 0.0074928566 , 0.0145738390 , 1.1485379820 , 0.0279796460 , 0.0290895815 , 0.1536236797 , 0.0415771484 , 1.1485379820 , 0.0229080765 , 0.0602211281 , 0.0239377621
1993-06-22 , 1.1340312816 , 0.0082845052 , 0.0165656195 , 1.1340312816 , 0.0318502921 , 0.0335146303 , 0.1468693485 , 0.0482679579 , 1.1340312816 , 0.0261492694 , 0.0686365198 , 0.0272101508
1993-06-23 , 1.6365921586 , 0.0172349717 , 0.0332998770 , 1.6365921586 , 0.0611400463 , 0.0655341254 , 0.2355317293 , 0.0991929796 , 1.6365921586 , 0.0489452220 , 0.1241274233 , 0.0554872866
1993-06-24 , 1.4155737983 , 0.0209269206 , 0.0391703288 , 1.4155737983 , 0.0699098941 , 0.0755047832 , 0.2485037343 , 0.1160052264 , 1.4155737983 , 0.0556516294 , 0.1391255697 , 0.0653672959
1993-06-25 , 1.0046740497 , 0.0159778737 , 0.0303758409 , 1.0046740497 , 0.0550531457 , 0.0591725666 , 0.1969777425 , 0.0900908294 , 1.0046740497 , 0.0440514457 , 0.1106228299 , 0.0506557888
1993-06-26 , 0.8121747052 , 0.0115936279 , 0.0226322881 , 0.8121747052 , 0.0420503969 , 0.0448572229 , 0.1536282010 , 0.0673516167 , 0.8121747052 , 0.0338981346 , 0.0857399268 , 0.0377094409
1993-06-27 , 0.7189379092 , 0.0088720251 , 0.0172033239 , 0.7189379092 , 0.0317827013 , 0.0338484022 , 0.1188344884 , 0.0501122368 , 0.7189379092 , 0.0258258960 , 0.0657683196 , 0.0284608064
